-6.544069990994303421e-01,1.018175106730355092e-02,2.091113479480700144e-01
4.737873164210731347e-01,2.519708617499979986e-01,-2.028100007171404484e-01
9.635247053094309067e-02,-4.680501090377254814e-01,-1.052638975241048519e-01
-9.369599054190326237e-01,2.127192912739823971e-01,5.135016303602032428e-01
2.280794365188375250e-01,1.367551096074160477e-01,-2.473810118284563708e-01
3.222621218096139439e-01,5.500691956102483626e-01,5.803820440047505191e-02
-7.766037103909092520e-01,1.223199104876259713e-01,-6.432530207654433251e-03
-2.057845160265633910e-01,-1.821320384261691516e-01,-1.239374221771238488e-01
-2.590459636634588336e-01,-6.242128446287564802e-01,-1.939307605494385023e-01
-9.083408342523124901e-01,2.448747530960420152e-02,3.634011727590941154e-01
-9.776492958835124591e-01,-7.468698050428900816e-03,6.878677257271142986e-02
8.054799203675840069e-02,6.575679007582303781e-02,2.070805497541280960e-01
3.507233960991896216e-01,-4.040263472110955933e-01,-8.474824188122800916e-02
9.790185817491431353e-01,2.219953719479698679e-03,-2.042517673666736922e-02
-1.442392817501284563e+00,3.915370918426576696e-01,-3.921067953439841269e-01
-1.324233738284200435e+00,9.387542872316559373e-02,-3.597464216854406871e-01
-6.086523197340155678e-01,-2.611477451123283555e-01,-2.157518786520271625e-01
-3.060464472079610920e-01,-5.169942001921682406e-01,-3.421792109045802138e-02
-8.715380184407971187e-02,-2.164107370405169428e-01,-2.559685107751540900e-01
8.763317426502493790e-01,2.609131952371455676e-01,-1.448971373718497824e-01
6.856403807485941249e-01,1.647596606426139643e-01,-1.588417063617711678e-01
-2.738176447091231203e-01,-4.547578708505074507e-01,-1.776035517470459235e-01
1.096299917056999140e+00,1.346740283615649736e-01,1.998560412060881863e-01
6.629264478540445316e-01,-2.375851221102513039e-03,-5.318985873723661856e-02
-4.849713927849509387e-01,-2.501675630912137960e-01,1.054057482061481199e-01
-2.536924568315290784e-01,-3.550271611987033116e-01,-1.062811617967552719e-01
-5.857336458476650742e-01,4.205085722996569908e-01,-5.451083502570122641e-02
1.929367881807041440e-01,-4.659872029780307012e-01,-1.008243241230662862e-01
-6.192424806765566281e-01,-1.859954713706082341e-01,-2.088897206234922865e-02
1.326616353516347324e+00,1.758490756808853139e-01,-8.284193508180755228e-02
7.176391995319179040e-01,-1.268191230154815663e-01,2.145059854520465492e-01
1.460148530572761727e+00,3.505193040143537719e-01,-1.847497282319202350e-01
-7.562352644880718788e-01,-2.720591693801195365e-01,7.397147023346642425e-02
9.090195981794838564e-01,2.778072435313471700e-01,-3.711607022842690340e-02
7.027261621161495775e-01,3.623462132804448066e-01,2.393255138073975830e-01
7.981413692517489444e-01,5.990869732618429866e-02,-5.133079498552579889e-02
-6.742816037147112418e-01,1.866999887120610324e-01,4.138950596056740761e-01
-2.422647093063200197e-01,-5.597066996900346147e-01,-1.290629798625811120e-01
-9.876490520533567352e-01,8.316667687158615929e-02,5.337866380871169464e-02
-8.230034417279977754e-01,-1.253189073063754877e-01,-1.369756013804382909e-02
-5.287930004090484193e-01,-7.527196201709444867e-02,-6.580459367909049506e-01
1.408645470355010185e-02,-3.304178460590226352e-01,-7.777450976893381107e-02
-1.070991865525642739e+00,5.150391130109063104e-02,5.129009733117386727e-01
