-6.544069990994303421e-01,1.018175106730355092e-02
4.737873164210731347e-01,2.519708617499979986e-01
9.635247053094309067e-02,-4.680501090377254814e-01
-9.369599054190326237e-01,2.127192912739823971e-01
2.280794365188375250e-01,1.367551096074160477e-01
3.222621218096139439e-01,5.500691956102483626e-01
-7.766037103909092520e-01,1.223199104876259713e-01
-2.057845160265633910e-01,-1.821320384261691516e-01
-2.590459636634588336e-01,-6.242128446287564802e-01
-9.083408342523124901e-01,2.448747530960420152e-02
-9.776492958835124591e-01,-7.468698050428900816e-03
8.054799203675840069e-02,6.575679007582303781e-02
3.507233960991896216e-01,-4.040263472110955933e-01
9.790185817491431353e-01,2.219953719479698679e-03
-1.442392817501284563e+00,3.915370918426576696e-01
-1.324233738284200435e+00,9.387542872316559373e-02
-6.086523197340155678e-01,-2.611477451123283555e-01
-3.060464472079610920e-01,-5.169942001921682406e-01
-8.715380184407971187e-02,-2.164107370405169428e-01
8.763317426502493790e-01,2.609131952371455676e-01
6.856403807485941249e-01,1.647596606426139643e-01
-2.738176447091231203e-01,-4.547578708505074507e-01
1.096299917056999140e+00,1.346740283615649736e-01
6.629264478540445316e-01,-2.375851221102513039e-03
-4.849713927849509387e-01,-2.501675630912137960e-01
-2.536924568315290784e-01,-3.550271611987033116e-01
-5.857336458476650742e-01,4.205085722996569908e-01
1.929367881807041440e-01,-4.659872029780307012e-01
-6.192424806765566281e-01,-1.859954713706082341e-01
1.326616353516347324e+00,1.758490756808853139e-01
7.176391995319179040e-01,-1.268191230154815663e-01
1.460148530572761727e+00,3.505193040143537719e-01
-7.562352644880718788e-01,-2.720591693801195365e-01
9.090195981794838564e-01,2.778072435313471700e-01
7.027261621161495775e-01,3.623462132804448066e-01
7.981413692517489444e-01,5.990869732618429866e-02
-6.742816037147112418e-01,1.866999887120610324e-01
-2.422647093063200197e-01,-5.597066996900346147e-01
-9.876490520533567352e-01,8.316667687158615929e-02
-8.230034417279977754e-01,-1.253189073063754877e-01
-5.287930004090484193e-01,-7.527196201709444867e-02
1.408645470355010185e-02,-3.304178460590226352e-01
-1.070991865525642739e+00,5.150391130109063104e-02
-4.681647340827119197e-01,2.037115131305079485e-01
-8.575974835522158779e-01,-1.133456282949517613e-01
-5.162467959460813605e-01,5.830755232616477990e-01
-4.762422251622395741e-01,-3.626939968295124495e-02
1.037511247693623101e-01,-5.656292716828127398e-01
1.311849022655004804e+00,1.967843645777384576e-01
-1.089053765045263189e+00,2.097165180634662784e-01
-5.110923208839084353e-01,-2.683151862060690340e-01
-8.861807370297614117e-01,3.081200849917482554e-01
-8.565664459488744331e-01,-2.557233982564486863e-01
-3.405116130570302602e-01,1.981778554832892558e-01
-6.030225570963271275e-01,-3.325656922175806440e-01
-8.846502618864818812e-01,-1.120218017073484756e-01
2.100478382107174025e-01,-4.597906432181425584e-01
7.443432602226439654e-01,4.716950615552731318e-01
-7.731312489714287084e-01,-2.296061360032657442e-02
6.021096831386744119e-01,1.635435689205273768e-01
1.767930992011767233e-01,-4.538510724378960748e-01
-7.852485850354024022e-01,3.843012176998927831e-01
2.100174986656393183e-01,-2.867180612669337214e-01
6.525207206465116760e-01,2.633947448535641223e-01
1.144459232598098009e+00,2.354870338190765688e-01
-3.163341719782302164e-01,8.706147202084096870e-01
-3.374397819913572266e-02,-2.961962170995908195e-01
-7.727643182677684797e-01,-1.145377545293689570e-01
-9.397376388702758376e-01,3.631167523951195353e-02
-5.313130711018886343e-01,-2.655698379584773283e-01
-9.217007414943380050e-01,-9.783055428727543967e-02
8.254456643961141094e-01,1.713164844424813482e-01
8.555665131916954103e-01,2.961414722550891887e-01
-5.901945207200717247e-01,-4.647329623899875695e-01
7.775885518561562737e-01,-5.696092273371706760e-01
1.315571607383548169e+00,1.909106196592962323e-01
-4.362956917779141630e-01,7.563141281532952398e-01
-8.591848182404321355e-01,-8.186621537293864437e-02
4.144475672867055649e-01,3.619053239573663538e-02
7.341966740351473231e-01,-2.448538862702174523e-01
-8.203771553005025918e-01,-1.100797624210498038e-01
-8.878963779550791413e-01,1.612060105102638627e-02
-1.116012696620454436e+00,-2.347354164113459648e-03
-5.376258568275916749e-01,-1.103797145858100848e-01
-8.810188380458138235e-01,8.059859271033300784e-03
1.293197339085919717e+00,4.205015340530730839e-02
-7.846667722489699681e-01,-4.509988648079690104e-02
8.199426314259649073e-01,7.853955179978566736e-01
1.331087403097500399e+00,4.398227477030788868e-02
1.273267963374541623e+00,1.734491700077855636e-01
-8.982221052699775887e-01,-1.187575110687907332e-01
5.778908799599156154e-01,-3.894214414916749578e-01
1.565696817763953808e-01,3.943949583591734726e-02
1.461878529454244235e+00,1.487788462401759271e-01
1.049136191811083529e+00,1.632925454087503780e-01
-6.265437622598249989e-01,-5.131112088958462297e-02
-3.050740795172978137e-01,-2.378344871906664382e-01
